formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C8H8F5NO4S4	[M - H]-	C8H7F5NO4S4-	Amino acids and Peptides	0.811	Small peptides	0.521	Aminoacids	0.524	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.853	Amino acids and derivatives	0.849	Alpha amino acids and derivatives	0.882	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403.917	27	0.457	736164881937159527	736164184936095466	322	
1	C6H7Cl2F3N4O5S2	[M - H]-	C6H6Cl2F3N4O5S2-	Alkaloids	0.114	Histidine alkaloids	0.066	Imidazole alkaloids	0.065	Organoheterocyclic compounds	0.990	Azoles	0.936	Triazoles	0.524			Triazoles	0.524	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Triazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfones; Alkyl chlorides; Alkyl fluorides; Sulfonyls; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	404.913	28	0.459	736164903571386331	736164185103867641	353	
1	C5H5ClF2N3O3PS	[M - H]-	C5H4ClF2N3O3PS-	Amino acids and Peptides	0.033	Nucleosides	0.055	Imidazole alkaloids	0.038	Organoheterocyclic compounds	0.998	Azoles	0.815					Azoles	0.815	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl chlorides; Alkyl fluorides; Organochlorides; Organofluorides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289.937	28	0.463	736164922097634749	736164167512955170	373	
1	C4H5ClN2O9S	[M - H]-	C4H4ClN2O9S-	Alkaloids	0.288	Histidine alkaloids	0.118	Imidazole alkaloids	0.118	Organic acids and derivatives	0.945	Organic sulfonic acids and derivatives	0.833	Organosulfonic acids and derivatives	0.825			Organosulfonic acids and derivatives	0.825	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Sulfonyls; Organochlorides; Carbonyl compounds; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290.933	28	0.463	736164949083797533	736164167693310257	374	
1	C4H7Cl3F2N2O4	[M - H]-	C4H6Cl3F2N2O4-	Amino acids and Peptides	0.298	Small peptides	0.218	Aminoacids	0.302	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.967	Amino acids, peptides, and analogues	0.566	Amino acids and derivatives	0.556	Alpha amino acids and derivatives	0.584	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl chlorides; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.936	28	0.463	736164910227749075	736164167013832954	375	
1	C10H7Cl3N2O8S	[M - H]-	C10H6Cl3N2O8S-	Alkaloids	0.176	Small peptides	0.008	Halogenated fatty acids	0.004	Benzenoids	0.994	Benzene and substituted derivatives	0.981	Nitrobenzenes	0.606			Nitrobenzenes	0.606	Organic compounds; Organosulfur compounds; Halobenzenes; Nitrobenzenes; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Sulfones; Alkyl chlorides; Aryl chlorides; Chlorobenzenes; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	418.894	28	0.464	736164895044363541	736164186622205824	382	
1	C7H10FNOSSe	[M - H]-	C7H9FNOSSe-	Alkaloids	0.241	Small peptides	0.007	Aminoacids	0.002	Benzenoids	1.000	Benzene and substituted derivatives	0.999	Halobenzenes	0.986	Fluorobenzenes	0.980	Fluorobenzenes	0.980	Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organometallic compounds; Aryl fluorides; Fluorobenzenes; Thioethers; Organometalloid compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Organoselenium compounds; Aryl halides; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	247.962	28	0.468	736164893450527411	736164160554604294	219	
1	C7H7ClF4N2O3S2	[M - H]-	C7H6ClF4N2O3S2-	Amino acids and Peptides	0.140	β-lactams	0.026	Aminoacids	0.061	Organohalogen compounds	1.000	Aryl halides	0.646	Aryl chlorides	0.853			Aryl chlorides	0.853	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfones; Alkyl chlorides; Alkyl fluorides; Aryl chlorides; Sulfonyls; Thioethers; Organochlorides; Organofluorides; Aryl halides; Alkyl halides; Aminosulfonyl compounds; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Halomethanes; Trihalomethanes; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	340.946	29	0.483	736164914279448796	736164176782367780	988	
1	C4H4ClF3N4O4S	[M - H]-	C4H3ClF3N4O4S-	Alkaloids	0.501	Histidine alkaloids	0.644	Imidazole alkaloids	0.648	Organosulfur compounds	0.769	Sulfonyls	0.667					Sulfonyls	0.667	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Alkyl fluorides; Sulfonyls; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	294.953	29	0.484	736164914669519285	736164168502810994	415	
1	C4H10N2OP2S2	[M - H]-	C4H9N2OP2S2-	Alkaloids	0.268	Histidine alkaloids	0.039	Imidazole alkaloids	0.040	Organoheterocyclic compounds	0.679	Azacyclic compounds	0.744					Azacyclic compounds	0.744	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226.966	29	0.487	736164905282662777	736164155278169462	1506	
1	C2H7N4O3P2S	[M - H]-	C2H6N4O3P2S-	Alkaloids	0.756	Histidine alkaloids	0.213	Imidazole alkaloids	0.217	Organic acids and derivatives	0.872	Organic phosphoric acids and derivatives	0.527					Organic phosphoric acids and derivatives	0.527	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphoric acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	227.966	29	0.487	736164900677315536	736164155471107461	413	
1	C9H5Cl2F3N2O6	[M - H]-	C9H4Cl2F3N2O6-	Alkaloids	0.241	Small peptides	0.081	Aminoacids	0.040	Benzenoids	0.997	Benzene and substituted derivatives	0.958	Nitrobenzenes	0.977			Nitrobenzenes	0.977	Organic compounds; Halobenzenes; Nitrobenzenes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	362.940	29	0.487	736164916024280224	736164179567385881	408	
1	C5H2ClF3N2O3	[M - H]-	C5HClF3N2O3-	Alkaloids	0.086	Histidine alkaloids	0.056	Halogenated fatty acids	0.197	Organic 1,3-dipolar compounds	0.816	Allyl-type 1,3-dipolar organic compounds	0.801	Organic nitro compounds	0.751	C-nitro compounds	0.728	C-nitro compounds	0.728	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	228.963	29	0.488	736164946592379767	736164155731154329	414	
1	C4H5Cl2F3N4O7S	[M - H]-	C4H4Cl2F3N4O7S-	Alkaloids	0.240	Histidine alkaloids	0.473	Imidazole alkaloids	0.471	Organoheterocyclic compounds	0.989	Azoles	0.925					Azoles	0.925	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfones; Alkyl chlorides; Alkyl fluorides; Organic nitro compounds; Sulfonyls; Organochlorides; Organofluorides; Alkyl halides; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	378.914	29	0.489	736164953139690375	736164181257690543	429	
1	C7H3Cl4F3N6O6	[M - H]-	C7H2Cl4F3N6O6-	Alkaloids	0.191	Histidine alkaloids	0.281	Imidazole alkaloids	0.276	Organohalogen compounds	1.000	Aryl halides	0.400	Aryl chlorides	0.729			Aryl chlorides	0.729	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Organofluorides; Amines; Alkyl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	462.876	29	0.489	736165024241565409	736164193366647246	436	
1	C3H2ClFN4O4S	[M - H]-	C3HClFN4O4S-	Alkaloids	0.792	Histidine alkaloids	0.731	Imidazole alkaloids	0.732	Organoheterocyclic compounds	1.000	Azoles	0.980	Triazoles	0.738			Triazoles	0.738	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Triazoles; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyl halides; Organic nitro compounds; Sulfonyls; Organochlorides; Organofluorides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242.939	29	0.490	736164942427434803	736164159040460440	422	
1	C3H3Cl2F5N2O5	[M - H]-	C3H2Cl2F5N2O5-	Fatty acids	0.483	Fatty Acids and Conjugates	0.366	Halogenated fatty acids	0.504	Organic acids and derivatives	0.982	Carboxylic acids and derivatives	0.964	Carboxylic acids	0.875			Carboxylic acids	0.875	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	310.927	29	0.490	736164946453967676	736164171325577816	433	
1	C4H4Cl2N2O6	[M - H]-	C4H3Cl2N2O6-	Carbohydrates	0.185	Histidine alkaloids	0.332	Imidazole alkaloids	0.329	Organohalogen compounds	0.998	Halohydrins	0.482	Chlorohydrins	0.514			Chlorohydrins	0.514	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Chlorohydrins; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	244.937	29	0.491	736164910563293571	736164159346644657	425	
1	C6H14N4O2	[M - H]-	C6H13N4O2-	Amino acids and Peptides	0.996	Small peptides	0.999	Aminoacids	0.999	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	Alpha amino acids	0.960	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	173.104	30	0.493	736164941450161622	736164145270559423	421	
1	C6H8Cl4F2N4O6S	[M - H]-	C6H7Cl4F2N4O6S-	Alkaloids	0.230	Histidine alkaloids	0.102	Imidazole alkaloids	0.101	Organoheterocyclic compounds	0.971	Azoles	0.948	Pyrazoles	0.771			Pyrazoles	0.771	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfones; Alkyl chlorides; Alkyl fluorides; Sulfonyls; Organochlorides; Organofluorides; Carbonyl compounds; Amines; Primary amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	440.882	30	0.493	736164989089088388	736164190615183577	701	
1	C4H5Cl3N2O9	[M - H]-	C4H4Cl3N2O9-	Alkaloids	0.319	Histidine alkaloids	0.293	Imidazole alkaloids	0.288	Organohalogen compounds	0.999	Halohydrins	0.626	Chlorohydrins	0.724			Chlorohydrins	0.724	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328.898	30	0.498	736164911834168342	736164174504860513	489	
